Date	High	Low	Open	Close	Volume	Adj Close	sma20	sma50	Signal	sell_signal	buy_signal	Current Position	Current Stock Holding	Current Capital
2016-08-08	1334.00	1314.53	1320.00	1324.75	2058244.00	1202.09	1282.08	1281.25	1	0	1	0	0	100000
2016-08-09	1329.90	1289.43	1329.00	1325.10	2261914.00	1202.41	1286.71	1282.14	1	0	0	1	74	0
2016-08-10	1341.00	1324.00	1325.50	1337.70	2062078.00	1213.84	1291.27	1283.25	1	0	0	1	74	0
2016-08-11	1357.50	1332.78	1332.78	1354.95	2233138.00	1229.49	1295.97	1284.02	1	0	0	1	74	0
2016-08-12	1372.40	1351.03	1352.50	1369.22	2327358.00	1242.44	1303.29	1284.90	1	0	0	1	74	0
2016-08-16	1370.00	1336.93	1369.00	1345.85	3183754.00	1221.23	1309.75	1285.52	1	0	0	1	74	0
2016-08-17	1349.50	1309.00	1349.50	1312.28	1848566.00	1190.77	1313.71	1285.64	1	0	0	1	74	0
2016-08-18	1328.78	1315.05	1317.50	1319.28	1292064.00	1197.12	1317.30	1285.72	1	0	0	1	74	0
2016-08-19	1323.22	1300.00	1320.00	1301.75	2416244.00	1181.22	1319.73	1285.62	1	0	0	1	74	0
2016-08-22	1297.22	1268.15	1294.00	1274.35	2265274.00	1156.35	1320.57	1285.34	1	0	0	1	74	0
2016-08-23	1302.47	1270.10	1272.47	1300.53	1503374.00	1180.11	1321.63	1285.79	1	0	0	1	74	0
2016-08-24	1301.00	1284.53	1294.90	1286.03	1116878.00	1166.95	1322.11	1286.04	1	0	0	1	74	0
2016-08-25	1294.85	1263.00	1290.00	1275.53	1939690.00	1157.42	1321.45	1286.20	1	0	0	1	74	0
2016-08-26	1286.28	1258.60	1279.90	1262.47	1250314.00	1145.58	1319.09	1285.88	1	0	0	1	74	0
2016-08-29	1267.47	1233.38	1267.47	1250.28	1488728.00	1134.51	1316.12	1285.30	1	0	0	1	74	0
2016-08-30	1274.90	1250.62	1255.00	1272.07	1444026.00	1154.29	1312.02	1284.72	1	0	0	1	74	0
2016-08-31	1275.00	1250.43	1275.00	1255.65	3231668.00	1139.39	1307.32	1283.24	1	0	0	1	74	0
2016-09-01	1267.47	1243.53	1262.45	1253.75	1345736.00	1137.66	1303.60	1281.80	1	0	0	1	74	0
2016-09-02	1259.70	1248.03	1256.00	1257.40	1742330.00	1140.97	1300.17	1280.27	1	0	0	1	74	0
2016-09-06	1260.07	1240.00	1259.95	1242.03	2239066.00	1127.02	1296.05	1278.66	1	0	0	1	74	0
2016-09-07	1249.85	1211.50	1249.85	1220.28	3854040.00	1107.29	1290.82	1277.33	1	0	0	1	74	0
2016-09-08	1180.00	1142.38	1180.00	1161.05	7021516.00	1053.55	1282.62	1275.59	1	0	0	1	74	0
2016-09-09	1183.32	1160.03	1164.85	1176.22	2742438.00	1067.31	1274.55	1274.47	1	0	0	1	74	0
2016-09-12	1181.97	1162.00	1168.50	1179.53	2024454.00	1070.31	1265.78	1273.04	0	1	0	1	74	0
2016-09-14	1188.80	1155.00	1181.00	1164.22	2069858.00	1056.43	1255.53	1270.79	0	0	0	0	0	86412
2016-09-15	1171.05	1158.38	1169.97	1163.47	2818964.00	1055.75	1246.41	1269.05	0	0	0	0	0	86412
2016-09-16	1188.00	1160.00	1168.35	1180.85	4358004.00	1071.51	1239.84	1267.73	0	0	0	0	0	86412
2016-09-19	1213.50	1175.00	1182.50	1205.72	2802546.00	1094.08	1234.16	1266.99	0	0	0	0	0	86412
2016-09-20	1208.45	1192.70	1205.50	1203.25	1184552.00	1091.84	1229.23	1266.75	0	0	0	0	0	86412
2016-09-21	1212.00	1200.35	1203.85	1206.70	1678020.00	1094.97	1225.85	1266.62	0	0	0	0	0	86412
2016-09-22	1214.00	1185.55	1212.62	1189.00	2857574.00	1078.91	1220.28	1265.76	0	0	0	0	0	86412
2016-09-23	1201.93	1185.57	1191.00	1199.05	1800726.00	1088.03	1215.93	1265.09	0	0	0	0	0	86412
2016-09-26	1209.55	1197.50	1200.55	1200.55	1753476.00	1089.39	1212.18	1264.17	0	0	0	0	0	86412
2016-09-27	1224.00	1200.55	1200.55	1218.05	2038792.00	1105.27	1209.96	1263.31	0	0	0	0	0	86412
2016-09-28	1218.75	1207.60	1215.50	1211.53	1731328.00	1099.35	1208.02	1263.09	0	0	0	0	0	86412
2016-09-29	1228.25	1209.80	1217.50	1218.90	3603958.00	1106.04	1205.36	1263.13	0	0	0	0	0	86412
2016-09-30	1224.90	1211.55	1218.53	1215.40	2175364.00	1102.86	1203.35	1262.78	0	0	0	0	0	86412
2016-10-03	1228.82	1200.55	1225.00	1205.85	1818880.00	1094.20	1200.95	1261.95	0	0	0	0	0	86412
2016-10-04	1212.53	1199.00	1210.00	1202.57	1780718.00	1091.22	1198.21	1260.94	0	0	0	0	0	86412
2016-10-05	1207.70	1188.05	1204.00	1193.18	1176354.00	1082.70	1195.77	1259.65	0	0	0	0	0	86412
2016-10-06	1201.20	1186.38	1197.50	1194.38	2267572.00	1083.78	1194.47	1257.95	0	0	0	0	0	86412
2016-10-07	1194.00	1179.10	1194.00	1183.90	1816512.00	1074.28	1195.62	1256.10	0	0	0	0	0	86412
2016-10-10	1193.45	1177.53	1184.95	1190.15	1202142.00	1079.95	1196.31	1254.13	0	0	0	0	0	86412
2016-10-13	1184.95	1160.45	1181.65	1164.45	5173334.00	1056.63	1195.56	1251.23	0	0	0	0	0	86412
2016-10-14	1193.50	1145.50	1157.50	1183.10	7741214.00	1073.55	1196.50	1248.69	0	0	0	0	0	86412
2016-10-17	1187.90	1172.20	1184.45	1181.22	2728346.00	1071.85	1197.39	1245.24	0	0	0	0	0	86412
2016-10-18	1207.85	1177.40	1188.00	1200.10	2128632.00	1088.98	1198.35	1242.25	0	0	0	0	0	86412
2016-10-19	1205.00	1185.15	1200.50	1197.55	1985058.00	1086.67	1197.94	1239.63	0	0	0	0	0	86412
2016-10-20	1204.68	1193.00	1198.45	1200.57	1265854.00	1089.41	1197.81	1237.13	0	0	0	0	0	86412
2016-10-21	1215.95	1199.12	1200.00	1214.32	1259660.00	1101.89	1198.19	1234.92	0	0	0	0	0	86412
2016-10-24	1217.45	1201.28	1214.10	1213.85	1253190.00	1104.41	1199.43	1232.70	0	0	0	0	0	86412
2016-10-25	1207.30	1190.50	1202.50	1199.22	1772466.00	1091.11	1199.44	1230.19	0	0	0	0	0	86412
2016-10-26	1201.38	1186.25	1199.30	1198.12	1437130.00	1090.10	1199.32	1227.39	0	0	0	0	0	86412
2016-10-27	1214.75	1182.75	1189.85	1209.05	2941602.00	1100.04	1198.87	1224.48	0	0	0	0	0	86412
2016-10-28	1207.55	1194.00	1205.00	1199.35	1752102.00	1091.22	1198.26	1221.08	0	0	0	0	0	86412
2016-11-01	1199.85	1167.07	1199.85	1175.00	2934776.00	1069.06	1196.07	1217.66	0	0	0	0	0	86412
2016-11-02	1172.00	1147.50	1170.50	1152.03	2325076.00	1048.16	1192.90	1214.46	0	0	0	0	0	86412
2016-11-03	1167.50	1142.25	1147.00	1159.72	1463310.00	1055.17	1190.59	1211.27	0	0	0	0	0	86412
2016-11-04	1168.07	1147.00	1160.00	1165.28	1183752.00	1060.22	1188.73	1208.54	0	0	0	0	0	86412
2016-11-07	1172.45	1130.03	1168.95	1138.53	2048052.00	1035.88	1185.99	1205.82	0	0	0	0	0	86412
2016-11-08	1153.50	1130.00	1140.22	1141.60	1933634.00	1038.68	1183.36	1202.64	0	0	0	0	0	86412
2016-11-09	1137.50	1071.43	1090.00	1084.93	4500226.00	987.11	1178.41	1198.62	0	0	0	0	0	86412
2016-11-10	1108.75	1070.40	1102.40	1077.72	2172426.00	980.56	1172.79	1194.66	0	0	0	0	0	86412
2016-11-11	1073.53	1043.10	1073.53	1050.57	2398424.00	955.86	1167.09	1190.43	0	0	0	0	0	86412
2016-11-15	1078.78	1025.95	1058.45	1060.65	6290324.00	965.02	1160.97	1186.63	0	0	0	0	0	86412
2016-11-16	1104.45	1069.00	1072.55	1094.80	4019958.00	996.10	1156.65	1183.09	0	0	0	0	0	86412
2016-11-17	1104.30	1065.07	1092.50	1068.60	2504688.00	972.26	1150.07	1179.35	0	0	0	0	0	86412
2016-11-18	1075.00	1052.10	1071.00	1062.55	2140534.00	966.75	1143.32	1175.52	0	0	0	0	0	86412
2016-11-21	1070.00	1052.50	1063.10	1066.45	1793366.00	970.30	1136.62	1171.70	0	0	0	0	0	86412
2016-11-22	1088.72	1061.03	1066.00	1067.50	1318860.00	971.26	1129.28	1168.21	0	0	0	0	0	86412
2016-11-23	1081.47	1063.60	1074.50	1078.18	1275808.00	980.97	1122.49	1165.37	0	0	0	0	0	86412
2016-11-24	1103.80	1068.50	1077.45	1094.22	3026234.00	995.57	1117.24	1164.03	0	0	0	0	0	86412
2016-11-25	1153.62	1096.10	1106.00	1150.18	4276148.00	1046.48	1114.85	1163.51	0	0	0	0	0	86412
2016-11-28	1159.72	1125.95	1147.00	1141.30	1924296.00	1038.40	1111.46	1162.75	0	0	0	0	0	86412
2016-11-29	1146.00	1126.28	1137.50	1129.93	1442296.00	1028.05	1107.99	1162.06	0	0	0	0	0	86412
2016-11-30	1147.38	1121.15	1132.50	1138.03	3445832.00	1035.42	1106.14	1161.55	0	0	0	0	0	86412
2016-12-01	1145.00	1127.03	1138.50	1131.72	1123052.00	1029.69	1105.12	1160.57	0	0	0	0	0	86412
2016-12-02	1135.40	1102.60	1129.00	1110.93	1998032.00	1010.77	1102.68	1158.68	0	0	0	0	0	86412
2016-12-05	1118.93	1085.00	1114.50	1093.00	2249526.00	994.46	1099.07	1156.47	0	0	0	0	0	86412
2016-12-06	1101.97	1084.95	1095.00	1091.18	1593444.00	992.80	1096.70	1154.16	0	0	0	0	0	86412
2016-12-07	1092.22	1072.82	1091.10	1077.28	2065706.00	980.15	1093.49	1151.93	0	0	0	0	0	86412
2016-12-08	1099.50	1080.00	1080.25	1097.88	3239546.00	998.89	1094.13	1149.90	0	0	0	0	0	86412
2016-12-09	1109.95	1086.65	1102.50	1097.62	1588718.00	998.67	1095.13	1147.84	0	0	0	0	0	86412
2016-12-12	1108.80	1081.50	1097.40	1104.10	1311758.00	1004.56	1097.80	1145.56	0	0	0	0	0	86412
2016-12-13	1109.00	1091.50	1109.00	1100.15	2147534.00	1000.96	1099.78	1143.34	0	0	0	0	0	86412
2016-12-14	1112.35	1094.50	1107.00	1103.80	1870366.00	1004.28	1100.23	1141.04	0	0	0	0	0	86412
2016-12-15	1136.05	1101.00	1101.00	1129.65	4295410.00	1027.80	1103.28	1139.32	0	0	0	0	0	86412
2016-12-16	1145.00	1126.00	1138.50	1141.32	1987230.00	1038.43	1107.22	1138.03	0	0	0	0	0	86412
2016-12-19	1148.85	1130.65	1140.00	1144.45	1334210.00	1041.27	1111.12	1136.87	0	0	0	0	0	86412
2016-12-20	1172.50	1143.53	1146.00	1169.65	2922760.00	1064.20	1116.23	1136.40	0	0	0	0	0	86412
2016-12-21	1171.90	1152.80	1171.90	1156.80	2034902.00	1052.51	1120.16	1135.65	0	0	0	0	0	86412
2016-12-22	1162.50	1143.10	1153.00	1153.85	1868300.00	1049.82	1123.14	1135.04	0	0	0	0	0	86412
2016-12-23	1158.88	1139.40	1150.00	1144.05	1118954.00	1040.90	1122.83	1134.12	0	0	0	0	0	86412
2016-12-26	1150.80	1133.00	1133.00	1146.55	897408.00	1043.18	1123.10	1133.76	0	0	0	0	0	86412
2016-12-27	1165.00	1140.75	1140.75	1161.70	1294692.00	1056.96	1124.69	1133.34	0	0	0	0	0	86412
2016-12-28	1174.95	1151.57	1163.35	1156.70	1350418.00	1052.41	1125.62	1132.85	0	0	0	0	0	86412
2016-12-29	1179.95	1151.50	1151.50	1175.85	1963516.00	1069.84	1127.83	1132.36	0	0	0	0	0	86412
2016-12-30	1189.30	1172.82	1177.45	1182.78	1405748.00	1076.14	1131.42	1132.07	0	0	0	0	0	86412
2017-01-02	1187.55	1176.20	1183.30	1180.68	823132.00	1074.23	1135.80	1131.67	1	0	1	0	0	86412
2017-01-03	1185.85	1171.65	1180.62	1184.12	1475324.00	1077.37	1140.45	1131.06	1	0	0	1	72	0
2017-01-04	1194.43	1179.15	1184.85	1189.75	1420066.00	1082.48	1146.07	1130.58	1	0	0	1	72	0
2017-01-05	1194.97	1160.20	1192.00	1167.20	2216404.00	1061.97	1149.54	1129.94	1	0	0	1	72	0
2017-01-06	1164.68	1128.55	1160.50	1140.70	3009896.00	1037.86	1151.69	1128.79	1	0	0	1	72	0
2017-01-09	1155.65	1128.50	1137.50	1151.85	1854578.00	1048.00	1154.08	1127.65	1	0	0	1	72	0
2017-01-10	1164.90	1145.75	1152.00	1157.68	1533914.00	1053.30	1156.96	1126.81	1	0	0	1	72	0
2017-01-11	1164.80	1140.10	1157.50	1162.20	1931296.00	1057.42	1159.88	1126.56	1	0	0	1	72	0
2017-01-12	1180.00	1152.00	1162.20	1172.18	2570374.00	1066.49	1162.00	1126.96	1	0	0	1	72	0
2017-01-13	1178.97	1118.93	1174.00	1124.65	10235580.00	1023.25	1161.17	1126.26	1	0	0	1	72	0
2017-01-16	1136.95	1114.00	1125.00	1129.28	3364808.00	1027.46	1160.41	1125.54	1	0	0	1	72	0
2017-01-17	1143.90	1126.40	1127.45	1139.38	3009956.00	1036.65	1158.90	1125.56	1	0	0	1	72	0
2017-01-18	1149.00	1132.72	1139.00	1147.55	3136574.00	1044.09	1158.43	1125.68	1	0	0	1	72	0
2017-01-19	1147.57	1141.47	1147.50	1145.50	2251676.00	1042.22	1158.02	1126.89	1	0	0	1	72	0
2017-01-20	1150.00	1132.50	1143.50	1142.68	2037246.00	1039.65	1157.95	1128.19	1	0	0	1	72	0
2017-01-23	1156.75	1129.90	1132.50	1153.35	2318546.00	1052.36	1158.29	1130.24	1	0	0	1	72	0
2017-01-24	1161.50	1145.00	1152.00	1159.18	2282638.00	1057.67	1158.16	1132.21	1	0	0	1	72	0
2017-01-25	1180.00	1159.03	1161.30	1176.50	4111648.00	1073.48	1159.15	1133.85	1	0	0	1	72	0
2017-01-27	1189.38	1172.53	1172.53	1178.90	2871658.00	1075.67	1159.30	1136.05	1	0	0	1	72	0
2017-01-30	1175.97	1159.07	1170.50	1166.45	2577956.00	1064.31	1158.49	1138.13	1	0	0	1	72	0
2017-01-31	1166.03	1100.03	1160.00	1114.90	4666804.00	1017.28	1155.20	1139.10	1	0	0	1	72	0
2017-02-01	1119.97	1077.78	1110.00	1083.95	4864152.00	989.04	1150.19	1139.43	1	0	0	1	72	0
2017-02-02	1109.50	1076.50	1085.03	1103.82	6009482.00	1007.17	1145.89	1139.94	1	0	0	1	72	0
2017-02-03	1121.50	1095.50	1104.85	1116.28	2153372.00	1018.53	1143.35	1140.38	1	0	0	1	72	0
2017-02-06	1129.25	1107.47	1129.00	1120.38	2408910.00	1022.27	1142.33	1139.79	1	0	0	1	72	0
2017-02-07	1126.30	1113.00	1122.00	1122.30	1814638.00	1024.03	1140.85	1139.41	1	0	0	1	72	0
2017-02-08	1141.30	1122.03	1122.45	1135.47	2212584.00	1036.05	1139.74	1139.52	1	0	0	1	72	0
2017-02-09	1164.00	1135.10	1137.50	1158.65	4033202.00	1057.20	1139.57	1139.93	0	1	0	1	72	0
2017-02-10	1212.22	1155.50	1155.50	1198.97	5782160.00	1093.99	1140.91	1141.28	0	0	0	0	0	82588
2017-02-13	1214.50	1191.18	1198.00	1207.12	3819812.00	1101.43	1145.03	1143.20	1	0	1	0	0	82588
2017-02-14	1209.82	1199.00	1209.82	1203.12	2033328.00	1097.78	1148.72	1145.40	1	0	0	1	67	0
2017-02-15	1214.00	1187.55	1198.50	1206.85	1924972.00	1101.18	1152.10	1147.72	1	0	0	1	67	0
2017-02-16	1239.00	1217.80	1230.00	1223.88	4175680.00	1116.71	1155.91	1150.65	1	0	0	1	67	0
2017-02-17	1237.80	1201.00	1236.00	1203.95	2723324.00	1098.53	1158.83	1152.77	1	0	0	1	67	0
2017-02-20	1277.50	1204.05	1212.50	1251.10	3973948.00	1141.55	1164.26	1155.84	1	0	0	1	67	0
2017-02-21	1262.95	1227.57	1257.00	1232.68	5501112.00	1124.74	1168.22	1158.41	1	0	0	1	67	0
2017-02-22	1235.00	1200.07	1232.95	1205.75	4505496.00	1100.17	1170.55	1160.52	1	0	0	1	67	0
2017-02-23	1246.62	1207.50	1207.50	1240.90	4853352.00	1132.24	1173.77	1163.26	1	0	0	1	67	0
2017-02-27	1251.00	1235.03	1239.55	1244.93	2139892.00	1135.92	1177.07	1165.57	1	0	0	1	67	0
2017-02-28	1245.00	1225.00	1244.75	1233.12	2354828.00	1125.15	1180.41	1167.41	1	0	0	1	67	0
2017-03-01	1250.95	1235.00	1239.95	1239.78	1130374.00	1131.22	1186.65	1169.31	1	0	0	1	67	0
2017-03-02	1255.00	1235.03	1243.35	1250.72	1544942.00	1141.21	1194.99	1170.93	1	0	0	1	67	0
2017-03-03	1249.85	1237.70	1246.00	1247.03	1013970.00	1137.83	1202.15	1172.74	1	0	0	1	67	0
2017-03-06	1242.00	1227.28	1240.00	1236.25	1400694.00	1128.00	1208.15	1174.39	1	0	0	1	67	0
2017-03-07	1252.50	1237.53	1241.45	1249.90	1511672.00	1140.46	1214.62	1176.50	1	0	0	1	67	0
2017-03-08	1260.00	1246.10	1251.00	1256.10	1791510.00	1146.11	1221.31	1178.69	1	0	0	1	67	0
2017-03-09	1262.00	1252.03	1257.07	1259.88	858468.00	1149.56	1227.53	1180.66	1	0	0	1	67	0
2017-03-10	1274.78	1256.97	1259.80	1271.12	1171420.00	1159.82	1233.16	1182.95	1	0	0	1	67	0
2017-03-14	1293.57	1275.53	1278.40	1283.75	3402294.00	1171.34	1237.40	1185.10	1	0	0	1	67	0
2017-03-15	1286.07	1246.93	1286.00	1249.15	3022496.00	1139.77	1239.50	1186.43	1	0	0	1	67	0
2017-03-16	1263.50	1253.00	1253.00	1260.45	1571818.00	1150.08	1242.36	1188.03	1	0	0	1	67	0
2017-03-17	1273.00	1254.88	1273.00	1262.88	2593152.00	1152.29	1245.17	1189.60	1	0	0	1	67	0
2017-03-20	1262.97	1233.00	1262.97	1240.00	3487540.00	1131.42	1245.97	1190.61	1	0	0	1	67	0
2017-03-21	1246.00	1232.50	1241.00	1243.35	3373700.00	1134.48	1247.94	1192.13	1	0	0	1	67	0
2017-03-22	1248.00	1234.97	1240.07	1239.47	1888716.00	1130.94	1247.36	1194.11	1	0	0	1	67	0
2017-03-23	1242.53	1223.60	1241.00	1230.18	2620638.00	1122.46	1247.24	1195.67	1	0	0	1	67	0
2017-03-24	1234.90	1211.65	1234.90	1213.60	5099814.00	1107.33	1247.63	1196.79	1	0	0	1	67	0
2017-03-27	1220.00	1203.00	1213.47	1206.03	2181270.00	1100.42	1245.88	1197.67	1	0	0	1	67	0
2017-03-28	1221.70	1205.00	1205.00	1214.97	1153158.00	1108.59	1244.39	1198.52	1	0	0	1	67	0
2017-03-29	1225.40	1212.80	1218.00	1222.30	1717764.00	1115.27	1243.85	1200.48	1	0	0	1	67	0
2017-03-30	1232.50	1217.50	1222.45	1220.50	2986086.00	1113.63	1242.88	1202.30	1	0	0	1	67	0
2017-03-31	1220.43	1207.50	1219.20	1215.90	1867044.00	1109.43	1241.14	1203.83	1	0	0	1	67	0
2017-04-03	1217.50	1204.10	1217.50	1205.85	1196888.00	1100.26	1239.08	1205.00	1	0	0	1	67	0
2017-04-05	1209.95	1197.50	1209.95	1200.62	2905568.00	1095.50	1237.30	1206.10	1	0	0	1	67	0
2017-04-06	1205.00	1196.28	1200.00	1200.03	1720704.00	1094.95	1234.81	1207.25	1	0	0	1	67	0
2017-04-07	1216.62	1196.07	1197.45	1214.53	2277012.00	1108.18	1232.73	1208.47	1	0	0	1	67	0
2017-04-10	1224.50	1202.50	1216.00	1211.12	2543264.00	1105.08	1230.29	1209.51	1	0	0	1	67	0
2017-04-11	1221.55	1203.00	1208.65	1209.65	1557784.00	1103.73	1227.22	1210.17	1	0	0	1	67	0
2017-04-12	1214.00	1191.50	1211.25	1196.62	1050538.00	1091.85	1222.86	1210.53	1	0	0	1	67	0
2017-04-13	1204.50	1160.53	1200.00	1164.32	2500472.00	1062.37	1218.62	1210.48	1	0	0	1	67	0
2017-04-17	1166.45	1147.57	1165.20	1157.43	2270882.00	1056.08	1213.47	1211.33	1	0	0	1	67	0
2017-04-18	1167.10	1151.03	1165.00	1154.40	1730620.00	1053.32	1208.04	1212.74	0	1	0	1	67	0
2017-04-19	1174.35	1126.40	1131.75	1149.57	5626812.00	1048.92	1203.52	1213.66	0	0	0	0	0	76571
2017-04-20	1166.00	1145.47	1152.65	1162.75	1268842.00	1060.94	1199.49	1214.59	0	0	0	0	0	76571
2017-04-21	1167.82	1150.50	1164.55	1155.40	1161154.00	1054.23	1195.29	1215.29	0	0	0	0	0	76571
2017-04-24	1169.82	1141.25	1150.00	1164.05	2000020.00	1062.12	1191.98	1216.12	0	0	0	0	0	76571
2017-04-25	1172.22	1151.35	1164.00	1155.75	3148710.00	1054.55	1189.09	1216.53	0	0	0	0	0	76571
2017-04-26	1171.97	1151.53	1170.00	1155.18	2187438.00	1054.03	1186.55	1216.46	0	0	0	0	0	76571
2017-04-27	1163.90	1138.82	1153.03	1151.32	5773186.00	1050.51	1183.37	1215.51	0	0	0	0	0	76571
2017-04-28	1149.38	1134.00	1147.00	1136.57	2540510.00	1037.05	1179.08	1214.10	0	0	0	0	0	76571
2017-05-02	1151.00	1140.00	1147.00	1144.95	2382696.00	1044.69	1175.30	1212.93	0	0	0	0	0	76571
2017-05-03	1172.50	1134.25	1147.50	1168.65	3514406.00	1066.32	1172.94	1212.17	0	0	0	0	0	76571
2017-05-04	1175.00	1154.40	1174.97	1165.05	2708208.00	1063.04	1170.90	1210.99	0	0	0	0	0	76571
2017-05-05	1166.25	1151.25	1154.00	1160.25	1682474.00	1058.66	1168.88	1210.12	0	0	0	0	0	76571
